area_name,count,percent
Кубанское,4,0.00000%
Круглолесское,4,0.00000%
Ромашкинское сельское поселение (Ленинградская область),4,0.00000%
Саган-Нур,4,0.00000%
Сагареджо,4,0.00000%
Питерка,4,0.00000%
Пожва,4,0.00000%
Ханымей,4,0.00000%
Хатукай,4,0.00000%
Лесниково,4,0.00000%
Горноуральский,4,0.00000%
Вахрушево (Челябинская область),4,0.00000%
Пинега,4,0.00000%
Писарёвка (Волгоградская область),4,0.00000%
Лесное,4,0.00000%
Лесное (Тверская область),4,0.00000%
Леньки,4,0.00000%
Лесколово,4,0.00000%
Кислово,4,0.00000%
Кисляковская,4,0.00000%
Шахрихан,4,0.00000%
Средний Икорец,4,0.00000%
Нижнебаканская,4,0.00000%
Мархамат,4,0.00000%
Малиновский,4,0.00000%
Малое Верево,4,0.00000%
Горнозаводск (Сахалинская область),4,0.00000%
Оранжереи,4,0.00000%
Ома (Ненецкий АО),4,0.00000%
Кузино,4,0.00000%
Голынки,4,0.00000%
Сандата,4,0.00000%
Большая Джалга,4,0.00000%
Самодед,4,0.00000%
Туртас,4,0.00000%
Сарканд,4,0.00000%
Чернышевский (Республика Саха (Якутия)),4,0.00000%
Заветное (Ставропольский край),4,0.00000%
Заветный,4,0.00000%
Оксовский,4,0.00000%
Одесское,4,0.00000%
Виноградов,4,0.00000%
Чистые Боры,4,0.00000%
Чикола,4,0.00000%
Тюбук,4,0.00000%
Кетченеры,4,0.00000%
Кижинга,4,0.00000%
Бука,4,0.00000%
Преображенка,4,0.00000%
Кугульта (Ставропольский край),4,0.00000%
Кысыл-Сыр,4,0.00000%
Приморка,4,0.00000%
Пуксоозера,4,0.00000%
Приводино,4,0.00000%
Правокумское,4,0.00000%
Преградная,4,0.00000%
Посёлок имени Карла Либкнехта,4,0.00000%
ЛМС,4,0.00000%
Лаголово,4,0.00000%
Боргустанская,4,0.00000%
Боровиха,4,0.00000%
Романовка (Саратовская область),4,0.00000%
Большое Солдатское,4,0.00000%
Преображенская,4,0.00000%
Могилев-Подольский,4,0.00000%
Софиевка (Казахстан),4,0.00000%
Ширин,4,0.00000%
Широчанка,4,0.00000%
Шкотово,4,0.00000%
Чаадаевка,4,0.00000%
Чажемто,4,0.00000%
Цибанобалка,4,0.00000%
Кувасай,4,0.00000%
Архангельское (Московская область),4,0.00000%
Новоегорьевское,4,0.00000%
Сокол (Магаданская область),4,0.00000%
Шатрово,4,0.00000%
Мерке,4,0.00000%
Новая Ляда,4,0.00000%
Солонешное,4,0.00000%
Дмитриевское (Ставропольский край),4,0.00000%
Советская (Ростовская область),4,0.00000%
Славянка (Ленинградская область),4,0.00000%
Тургояк,4,0.00000%
Туринская Слобода,4,0.00000%
Трускавец,4,0.00000%
Октябрьское (Ставропольский край),4,0.00000%
Республика Калмыкия,4,0.00000%
Унъюган,4,0.00000%
Гардабани,4,0.00000%
Идринское,4,0.00000%
Константиновское,4,0.00000%
Старица (Астраханская область),4,0.00000%
Тельма,4,0.00000%
Таштып,4,0.00000%
Нечаевка (Дагестан),4,0.00000%
Волчанск (Харьковская область),4,0.00000%
Вольногорск,4,0.00000%
Никольское (Астраханская область),4,0.00000%
Путеец (Коми),4,0.00000%
Прямицыно,4,0.00000%
Пскент,4,0.00000%
Большой Лычак,4,0.00000%
Исмаиллы,4,0.00000%
Квиток,4,0.00000%
Кевсала,4,0.00000%
Чурапча,4,0.00000%
Винницкая область,4,0.00000%
Новые Зори,4,0.00000%
Краснооктябрьский (Адыгея),4,0.00000%
Тогур,4,0.00000%
Тогул,4,0.00000%
Камышеватская,4,0.00000%
Канев,4,0.00000%
Попутная,4,0.00000%
Поселок Искателей,4,0.00000%
Полеводство,4,0.00000%
Половинное,4,0.00000%
Грэсовский,4,0.00000%
Леваши (Дагестан),4,0.00000%
Левашово,4,0.00000%
Левокумка,4,0.00000%
Гривенская,4,0.00000%
Шонгуй,4,0.00000%
Белогородка,4,0.00000%
Африканда,4,0.00000%
Курахово,4,0.00000%
Курганская область,4,0.00000%
Куминский,4,0.00000%
Курья,4,0.00000%
Кутлу-Букаш,4,0.00000%
Каратузское,4,0.00000%
Верх-Ирмень,4,0.00000%
Оржицы,4,0.00000%
Ботлих,4,0.00000%
Островское,4,0.00000%
Черемушки,4,0.00000%
Дарасун (Забайкальский край),4,0.00000%
Ильинское-Хованское,4,0.00000%
Шабровский,4,0.00000%
Шайдурово (Свердловская область),4,0.00000%
Новотроицкая (Ставропольский край),4,0.00000%
Новомалороссийская,4,0.00000%
Новоплатнировская,4,0.00000%
Бешарык,4,0.00000%
Свободы,4,0.00000%
Кратово,4,0.00000%
Джигинка,4,0.00000%
Волноваха,4,0.00000%
Гиждуван,4,0.00000%
Пачелма,4,0.00000%
Лебяжье (Алтайский край),4,0.00000%
Пап,4,0.00000%
Палатка (Магаданская область),4,0.00000%
Разбегаево (Ленинградская область),4,0.00000%
Растопуловка,4,0.00000%
Рахов,4,0.00000%
Локосово,4,0.00000%
Копылово,4,0.00000%
Коренево,4,0.00000%
Сулак (Дагестан),4,0.00000%
Сунжа (Северная Осетия),4,0.00000%
Юрты,4,0.00000%
Старопестерево,4,0.00000%
Корзуново,4,0.00000%
Дубки (Дагестан),4,0.00000%
Шумячи,4,0.00000%
Зуя,4,0.00000%
Новолабинская,4,0.00000%
Троицкое (Республика Калмыкия),4,0.00000%
Торетам,4,0.00000%
Ельцовка,4,0.00000%
Троицкая (Ингушетия),4,0.00000%
Карагали,4,0.00000%
Фастовецкая,4,0.00000%
Залесово,4,0.00000%
Залукокоаже,4,0.00000%
Заплавное,4,0.00000%
Алтуд,4,0.00000%
Заиграево,4,0.00000%
Али-Юрт,4,0.00000%
Алтай (Ханты-Мансийский АО - Югра),4,0.00000%
Беруни,4,0.00000%
Новоблагодарное,4,0.00000%
Новобейсугская,4,0.00000%
Новобелокатай,4,0.00000%
Мордвес,4,0.00000%
Затеречный,4,0.00000%
Южный (Одесская область),4,0.00000%
Юргинское,4,0.00000%
Эльбрус (Кабардино-Балкария),4,0.00000%
поселок Карла Либкнехта,4,0.00000%
Азанка,4,0.00000%
Радченко,4,0.00000%
Калниболотская,4,0.00000%
Калманка,4,0.00000%
Газли,4,0.00000%
Каскара,4,0.00000%
Мумра,4,0.00000%
Мурманская область,4,0.00000%
Выползово,4,0.00000%
Мубарек,4,0.00000%
Зарубино (Новгородская область),3,0.00000%
Этока,3,0.00000%
Зоркальцево,3,0.00000%
Моряковский Затон,3,0.00000%
Ясная (Забайкальский край),3,0.00000%
Яйпан,3,0.00000%
Таборы (Таборинский район),3,0.00000%
Таврово,3,0.00000%
Колобродов,3,0.00000%
Муйнак,3,0.00000%
Золотуха (Астраханская область),3,0.00000%
Зирган,3,0.00000%
Александровка (Донецкая область),3,0.00000%
Париж,3,0.00000%
Паркент,3,0.00000%
Павловское (городской округ Домодедово),3,0.00000%
Первомайское (Московская область),3,0.00000%
Первомайское (Карачаево-Черкесия),3,0.00000%
Усть-Тарка,3,0.00000%
Учкудук,3,0.00000%
Учкурган,3,0.00000%
Старые Атаги,3,0.00000%
Коркмаскала,3,0.00000%
Староконстантинов,3,0.00000%
Барсуковская,3,0.00000%
Путивль,3,0.00000%
Пыщуг,3,0.00000%
Расшеватская,3,0.00000%
Лобва,3,0.00000%
Купянск,3,0.00000%
Ивано-Франковская область,3,0.00000%
Старая Станица,3,0.00000%
Дустабад,3,0.00000%
Дустлик,3,0.00000%
Дыгулыбгей,3,0.00000%
Климовское,3,0.00000%
Барань,3,0.00000%
Отрадо-Ольгинское,3,0.00000%
Очаков,3,0.00000%
Верхнетуломский,3,0.00000%
Курьи,3,0.00000%
Каракуль,3,0.00000%
Каратайка,3,0.00000%
Аулиеколь,3,0.00000%
Кунград,3,0.00000%
Носовая,3,0.00000%
Свердловск,3,0.00000%
Богашёво,3,0.00000%
Келес,3,0.00000%
Кенже,3,0.00000%
Тулюшка,3,0.00000%
Туманный,3,0.00000%
Турка,3,0.00000%
Балаклея,3,0.00000%
Кишпек,3,0.00000%
Титан (Мурманская область),3,0.00000%
Чунояр,3,0.00000%
Новый Егорлык,3,0.00000%
Новый Мултан,3,0.00000%
Манчаж,3,0.00000%
Мангит,3,0.00000%
Кантышево,3,0.00000%
Капустин Яр,3,0.00000%
Кара-Тюбе,3,0.00000%
Камчатский край,3,0.00000%
Канглы (Ставропольский край),3,0.00000%
Шамхал-Термен,3,0.00000%
Краснокумское,3,0.00000%
Баксаненок,3,0.00000%
Семрино,3,0.00000%
Новониколаевский,3,0.00000%
Индига,3,0.00000%
Иргаклы,3,0.00000%
Иршава,3,0.00000%
Шалушка,3,0.00000%
Гражданское (Ставропольский край),3,0.00000%
Половинный (городской округ Верхний Тагил),3,0.00000%
Холм-Жирковский,3,0.00000%
Булунгур,3,0.00000%
Красный Пахарь (Ставропольский край),3,0.00000%
Красюковская,3,0.00000%
Тыреть 1-я,3,0.00000%
Ая,3,0.00000%
Ахты,3,0.00000%
Виноградное (Калмыкия),3,0.00000%
Луговой,3,0.00000%
Луговской,3,0.00000%
Луначарский (Самарская область),3,0.00000%
Цоци-Юрт,3,0.00000%
Цхалтубо,3,0.00000%
Цюрупинск,3,0.00000%
Храброво,3,0.00000%
Хырдалан,3,0.00000%
Возжаевка,3,0.00000%
Новодугино,3,0.00000%
Новозаведенное,3,0.00000%
Новоильинск,3,0.00000%
Соколово,3,0.00000%
Кубенское,3,0.00000%
Архонская,3,0.00000%
Пелагиада,3,0.00000%
Тулома,3,0.00000%
Советский (Новосибирская область),3,0.00000%
Дмитриевский,3,0.00000%
Солуно-Дмитриевское,3,0.00000%
Солянка,3,0.00000%
Солдатская,3,0.00000%
Соловьёвск,3,0.00000%
Владимиро-Александровское,3,0.00000%
Рябовский,3,0.00000%
Ромны,3,0.00000%
Рощинский,3,0.00000%
Крымгиреевское,3,0.00000%
Крутиха,3,0.00000%
Самусь,3,0.00000%
Садовое,3,0.00000%
Саксаульский,3,0.00000%
Средний,3,0.00000%
Октябрьский (Новосибирская область),3,0.00000%
Малечкино,3,0.00000%
Октябрьский (Камчатский край),3,0.00000%
Сагопши,3,0.00000%
Русскинская,3,0.00000%
Русско-Высоцкое,3,0.00000%
Русское (Ставропольский край),3,0.00000%
Тигиль,3,0.00000%
Тирлянский,3,0.00000%
Летка,3,0.00000%
Переправная,3,0.00000%
Васкелово,3,0.00000%
Пешково,3,0.00000%
Хасанья,3,0.00000%
Хашури,3,0.00000%
Чистенькое,3,0.00000%
Чиназ,3,0.00000%
Оконешниково,3,0.00000%
Сармаково,3,0.00000%
Большие Уки,3,0.00000%
Большое,3,0.00000%
Большегривское,3,0.00000%
Кировское (Донецкая область),3,0.00000%
Преградное,3,0.00000%
Ленинкент (Махачкала),3,0.00000%
Ладовская Балка,3,0.00000%
Кытманово,3,0.00000%
Бурлацкое (Ставропольский край),3,0.00000%
Бутка,3,0.00000%
Приютное,3,0.00000%
Вольнянск,3,0.00000%
Нижняя Шиловка,3,0.00000%
Нижнетроицкий,3,0.00000%
Кочубей (Дагестан),3,0.00000%
Сростки,3,0.00000%
Шувакиш,3,0.00000%
Мишуково (Мурманская область),3,0.00000%
Курджиново,3,0.00000%
Преображенка (Оренбургская область),3,0.00000%
Ольгинское (Северная Осетия),3,0.00000%
Куйбышево,3,0.00000%
Озургети,3,0.00000%
Ойсхара,3,0.00000%
Обильное (Ставропольский край),3,0.00000%
Марнеули,3,0.00000%
Нурата,3,0.00000%
Малка,3,0.00000%
Самбор,3,0.00000%
Житное (Астраханская область),3,0.00000%
Анзорей,3,0.00000%
Исламей,3,0.00000%
Анджиевский,3,0.00000%
Андра,3,0.00000%
Амдерма,3,0.00000%
Горки (Ямало-Ненецкий АО),3,0.00000%
Иштыхан,3,0.00000%
Червлённая,3,0.00000%
Республика Саха (Якутия),3,0.00000%
Кургантепа,3,0.00000%
Лычак,3,0.00000%
Оссора,3,0.00000%
Осыпной Бугор,3,0.00000%
Отказное,3,0.00000%
Дашкесан,3,0.00000%
Ома (Ямало-Ненецкий АО),3,0.00000%
Онохино,3,0.00000%
Каган,3,0.00000%
Кадниковский,3,0.00000%
Кадый,3,0.00000%
Казатин,3,0.00000%
Итатский,3,0.00000%
Нартан,3,0.00000%
Молочные Дворы,3,0.00000%
Иволгинск,3,0.00000%
Республика Карелия,3,0.00000%
Редкино,3,0.00000%
Умба,3,0.00000%
Уксянское,3,0.00000%
Улу-Теляк,3,0.00000%
Темясово,3,0.00000%
Таёжный,3,0.00000%
Тегульдет,3,0.00000%
Татарская Каргала,3,0.00000%
Дядьковская,3,0.00000%
Тарбагатай,3,0.00000%
Тарманы,3,0.00000%
Монастырщина,3,0.00000%
Столбовая,3,0.00000%
Восточный,3,0.00000%
Золотоноша,3,0.00000%
Аксарка,3,0.00000%
Южноукраинск,3,0.00000%
Яшкуль,3,0.00000%
Юго-Камский,3,0.00000%
Дрокино,3,0.00000%
Гофицкое (Ставропольский край),3,0.00000%
Липовец,3,0.00000%
Жатай,3,0.00000%
Ходжейли,3,0.00000%
Ванавара,3,0.00000%
Вабкент,3,0.00000%
Вадинск,3,0.00000%
Подгородняя Покровка,3,0.00000%
Магаданская область,3,0.00000%
Магарамкент,3,0.00000%
Камаши,3,0.00000%
Казыгурт,3,0.00000%
Чапаево,3,0.00000%
Частоозерье,3,0.00000%
Курчанская,3,0.00000%
Агириш,3,0.00000%
Усть-Вымский район,3,0.00000%
Мочище,3,0.00000%
Галашки,3,0.00000%
Наровчат,3,0.00000%
Молоково (Тверская область),3,0.00000%
Кокуй (Забайкальский край),3,0.00000%
Касансай,3,0.00000%
Усады,3,0.00000%
Красногвардейский (Артёмовский городской округ),3,0.00000%
Глобино,3,0.00000%
Гизель,3,0.00000%
Георгиевская,3,0.00000%
Северомуйск,3,0.00000%
Седельниково,3,0.00000%
Кривское (Калужская область),3,0.00000%
Джума,3,0.00000%
Григорополисская,3,0.00000%
Чульман,3,0.00000%
Бешпагир,3,0.00000%
Благодатное,3,0.00000%
Троицкое (Московская область),3,0.00000%
Екатериноградская,3,0.00000%
Елизаветинское (Ставропольский край),3,0.00000%
"Елшанка (Воскресенский район, Саратовская область)",3,0.00000%
Красноармейский,3,0.00000%
Березовка (Алтайский край),3,0.00000%
Новобессергеневка,3,0.00000%
Ики-Бурул,3,0.00000%
Ис,3,0.00000%
Ханабад,3,0.00000%
Хандыга,3,0.00000%
Ханская,3,0.00000%
Комсомолец (Ставропольский край),3,0.00000%
Коммунистический,3,0.00000%
Домодедово (село),3,0.00000%
поселок Маршала Жукова,3,0.00000%
Автуры,3,0.00000%
Агсу,3,0.00000%
Барышево,3,0.00000%
Сиреневый (Курганская область),3,0.00000%
Агроном (Липецкая область),2,0.00000%
Аджигабул,2,0.00000%
Ямало-Ненецкий АО,2,0.00000%
Янгиер,2,0.00000%
Ярково,2,0.00000%
Агджабеди,2,0.00000%
Заставна,2,0.00000%
Яккабаг,2,0.00000%
"Заречье (рабочий посёлок, Одинцовский район)",2,0.00000%
Ясногорский,2,0.00000%
Золочев (Львовская область),2,0.00000%
Золочев (Харьковская область),2,0.00000%
Налобиха,2,0.00000%
Воскресенское (Саратовская область),2,0.00000%
Акуша,2,0.00000%
Алабуга (Челябинская область),2,0.00000%
Зензеватка,2,0.00000%
Незамаевская,2,0.00000%
Несь,2,0.00000%
Нетешин,2,0.00000%
Гелдаган,2,0.00000%
Молочный,2,0.00000%
Натальинск,2,0.00000%
Натырбово,2,0.00000%
Наурская,2,0.00000%
Дубно,2,0.00000%
Старокучергановка,2,0.00000%
Старопавловская,2,0.00000%
Старопышминск,2,0.00000%
Староуткинск,2,0.00000%
Колюткино,2,0.00000%
Сторожинец,2,0.00000%
Стоянка,2,0.00000%
Копьево,2,0.00000%
Коржевский (Славянский район),2,0.00000%
Дондуковская,2,0.00000%
Дружинино,2,0.00000%
Комсомольское (Дагестан),2,0.00000%
Стодолище,2,0.00000%
Могочино,2,0.00000%
Иваничи,2,0.00000%
Володарка,2,0.00000%
Никита (Республика Крым),2,0.00000%
Николо-Павловское,2,0.00000%
Нины,2,0.00000%
Шиловка (Горноуральский городской округ),2,0.00000%
Молодёжный,2,0.00000%
Коссово,2,0.00000%
Тахиаташ,2,0.00000%
Ташара,2,0.00000%
Тепловка,2,0.00000%
Бейлаган,2,0.00000%
Белиз,2,0.00000%
Старобачаты,2,0.00000%
Илим,2,0.00000%
Ильинка (Хабаровский край),2,0.00000%
Шафиркан,2,0.00000%
Шацк (Волынская область),2,0.00000%
Шелковская,2,0.00000%
Шерабад,2,0.00000%
Мескер-Юрт,2,0.00000%
Мессояха,2,0.00000%
Металлплощадка,2,0.00000%
Мечетинская,2,0.00000%
Мингрельская,2,0.00000%
Минское,2,0.00000%
Ново-Николаевка (Астраханская область),2,0.00000%
Мельниково (Ленинградская область),2,0.00000%
Запорожская область,2,0.00000%
Внуковское,2,0.00000%
Шаргунь,2,0.00000%
Аллерой (Курчалоевский район),2,0.00000%
Алфимово,2,0.00000%
Алхан-Кала,2,0.00000%
Иковка,2,0.00000%
Герменчук,2,0.00000%
Гехи,2,0.00000%
Мелехово (Владимирская область),2,0.00000%
Махнево,2,0.00000%
Межгорье (Закарпатская область),2,0.00000%
Воловец,2,0.00000%
Имишли,2,0.00000%
Ир,2,0.00000%
Новониколаевка,2,0.00000%
Новоселезнево,2,0.00000%
Новоселенгинск,2,0.00000%
Кирза,2,0.00000%
Кировоградская область,2,0.00000%
Кировск,2,0.00000%
Кисловка,2,0.00000%
Терекли-Мектеб,2,0.00000%
Тинчлик,2,0.00000%
Сотниковское,2,0.00000%
Спасское (Приморский край),2,0.00000%
Спицевка,2,0.00000%
Средний Бугалыш,2,0.00000%
Средний Васюган,2,0.00000%
Кошехабль,2,0.00000%
Шамилькала,2,0.00000%
Новый Васюган,2,0.00000%
Вижница,2,0.00000%
Манжерок,2,0.00000%
Маньково-Калитвенская,2,0.00000%
Нурабад,2,0.00000%
Мальдивская Республика,2,0.00000%
Мамедкала,2,0.00000%
Манаскент,2,0.00000%
Килинчи,2,0.00000%
Краснокаменка,2,0.00000%
Советский (Республика Крым),2,0.00000%
Долаково,2,0.00000%
Солёное Займище (Астраханская область),2,0.00000%
Славутич,2,0.00000%
Соболево (Камчатский край),2,0.00000%
Советская (Ставропольский край),2,0.00000%
Советское (Алтайский край),2,0.00000%
Сокол (Сахалинская область),2,0.00000%
Ногир,2,0.00000%
Черноисточинск,2,0.00000%
Чернолесское,2,0.00000%
Чехов (Сахалинская область),2,0.00000%
Чиатура,2,0.00000%
Верхняя Маза (Ульяновская область),2,0.00000%
Майя,2,0.00000%
Малиновое Озеро,2,0.00000%
Мартюш,2,0.00000%
Образцово-Травино,2,0.00000%
Верховцево,2,0.00000%
Майртуп,2,0.00000%
Андреевка (Хасанский район),2,0.00000%
Черниговская область,2,0.00000%
Черновицкая область,2,0.00000%
Жилёво,2,0.00000%
Жолква,2,0.00000%
Амурская область,2,0.00000%
Анди,2,0.00000%
Олевск,2,0.00000%
Оленино (Тверская область),2,0.00000%
Глыбокая,2,0.00000%
Гнивань,2,0.00000%
Гойты,2,0.00000%
Трехгорка,2,0.00000%
Бея,2,0.00000%
Блечепсин,2,0.00000%
Еланский,2,0.00000%
Тоншалово,2,0.00000%
Бершадь,2,0.00000%
Бессергеневская,2,0.00000%
Славгородское,2,0.00000%
Синегорский,2,0.00000%
Сквира,2,0.00000%
Березанка,2,0.00000%
Берестечко,2,0.00000%
Чермен,2,0.00000%
Оротукан,2,0.00000%
Луостари,2,0.00000%
Челек,2,0.00000%
Верхние Ачалуки,2,0.00000%
Павда,2,0.00000%
Павловка (Павловский район Ульяновской области),2,0.00000%
Орловка (Ставропольский край),2,0.00000%
Орловская область,2,0.00000%
Любомль,2,0.00000%
Магдалиновка,2,0.00000%
Верх-Катунское,2,0.00000%
Верхнемарково,2,0.00000%
Калиновка (Байкаловский район),2,0.00000%
Калья,2,0.00000%
Парбиг,2,0.00000%
Партенит,2,0.00000%
Лосиный,2,0.00000%
Лохвица,2,0.00000%
Чартак,2,0.00000%
Павлодольская,2,0.00000%
Пайарык,2,0.00000%
Пайтуг,2,0.00000%
Панфилово (Волгоградская область),2,0.00000%
Пахтаабад,2,0.00000%
Пахтакор,2,0.00000%
Пелым,2,0.00000%
Первомайский (Горноуральский городской округ),2,0.00000%
Первомайский (Харьковская область),2,0.00000%
Первомайское (Ставропольский край),2,0.00000%
Тульчин,2,0.00000%
Туракурган,2,0.00000%
Турийск,2,0.00000%
Каясула,2,0.00000%
Северо-Восточные Сады,2,0.00000%
Северск (Донецкая область),2,0.00000%
"Сельцо (посёлок, Волосовский район)",2,0.00000%
Семендер,2,0.00000%
Труновское (Ставропольский край),2,0.00000%
Святогорск,2,0.00000%
Себрово,2,0.00000%
Семилетка,2,0.00000%
Сенаки,2,0.00000%
Дергачи,2,0.00000%
Джалилабад,2,0.00000%
Цолга,2,0.00000%
Чабаны,2,0.00000%
Чайкино (Республика Крым),2,0.00000%
Горохов,2,0.00000%
Горхон,2,0.00000%
Хони,2,0.00000%
Хорей-Вер,2,0.00000%
Хорол,2,0.00000%
Великая Новоселка,2,0.00000%
Величаевское,2,0.00000%
Петрокаменское,2,0.00000%
Вахрушево,2,0.00000%
Сасыколи,2,0.00000%
Ахунбабаев,2,0.00000%
Ачикулак,2,0.00000%
Большебрусянское,2,0.00000%
Красный Курган (Карачаево-Черкесия),2,0.00000%
Красный Лиман,2,0.00000%
Кедровка (Свердловская область),2,0.00000%
Кедровое,2,0.00000%
Светлогорск (Красноярский край),2,0.00000%
Жетыбай (Мангистауская область),2,0.00000%
Каменское (Республика Крым),2,0.00000%
Гоща,2,0.00000%
Першотравенск,2,0.00000%
Ходжаабад,2,0.00000%
Каменка-Бугская,2,0.00000%
Жанаркорган,2,0.00000%
Жашков,2,0.00000%
Ваганово,2,0.00000%
Вангурей,2,0.00000%
Питнак,2,0.00000%
Апостолово,2,0.00000%
Варзуга,2,0.00000%
Васильковка,2,0.00000%
Покойное,2,0.00000%
Посевная,2,0.00000%
Ферсманово,2,0.00000%
Карабудахкент,2,0.00000%
Карабулак (Алматинская область),2,0.00000%
Половинное (Новосибирская область),2,0.00000%
Есипово,2,0.00000%
Каттакурган,2,0.00000%
Дебальцево,2,0.00000%
Денау,2,0.00000%
Депо,2,0.00000%
Рыбалово,2,0.00000%
Тячев,2,0.00000%
Угледар,2,0.00000%
Кринички,2,0.00000%
Крылатовский,2,0.00000%
Крыловская станица (Ленинградский район),2,0.00000%
Кубань,2,0.00000%
Румянцево,2,0.00000%
Тюбе,2,0.00000%
Самашки,2,0.00000%
Самтредиа,2,0.00000%
Артемово,2,0.00000%
Аршан,2,0.00000%
Уштобе,2,0.00000%
Камень-Каширский,2,0.00000%
Лейпи,2,0.00000%
Пояконда,2,0.00000%
Прасковея,2,0.00000%
Бутурлино (Московская область),2,0.00000%
Быков (Сахалинская область),2,0.00000%
Прикаспийский,2,0.00000%
Провидения,2,0.00000%
Пудомяги,2,0.00000%
Бустан,2,0.00000%
Умёт,2,0.00000%
Ура-Губа,2,0.00000%
Уралец,2,0.00000%
Даштабад,2,0.00000%
Катыр-Юрт,2,0.00000%
Боровляны,2,0.00000%
Курлек,2,0.00000%
Республика Тыва,2,0.00000%
Родинское,2,0.00000%
Рожище,2,0.00000%
Розовка,2,0.00000%
Большой Царын,2,0.00000%
Усть-Кара,2,0.00000%
Усть-Цильма,2,0.00000%
Приозёрный,2,0.00000%
Давид-Городок,2,0.00000%
Касан,2,0.00000%
Радомышль,2,0.00000%
Брянка (Красноярский край),2,0.00000%
Разночиновка,2,0.00000%
Растуново,2,0.00000%
Ратно,2,0.00000%
Каргала,2,0.00000%
Асыката,2,0.00000%
Атакент,2,0.00000%
Урмикеево,2,0.00000%
Карамышево (Псковская область),2,0.00000%
Кумкурган,2,0.00000%
Астраханская область,2,0.00000%
Ассиновская,2,0.00000%
Раякоски,2,0.00000%
Республика Коста-Рика,2,0.00000%
Эльхотово,2,0.00000%
Эркен-Шахар,2,0.00000%
Яшалта,2,0.00000%
Мысхако,2,0.00000%
Эгвекинот,2,0.00000%
Эдиссия,2,0.00000%
Экажево,2,0.00000%
Галюгаевская,2,0.00000%
Мосрентген,2,0.00000%
Мошок,2,0.00000%
Высокополье,2,0.00000%
Гайсин,2,0.00000%
Галляарал,2,0.00000%
Балахоновское,2,0.00000%
Долина,2,0.00000%
Коксовый,2,0.00000%
Колосовка,2,0.00000%
Акстафа,2,0.00000%
Батпак,2,0.00000%
Бачи-Юрт,2,0.00000%
Зашеек (Мурманская область),2,0.00000%
Зелёная Дубрава,2,0.00000%
Зелёный,2,0.00000%
Юкки,2,0.00000%
Аграрное,1,0.00000%
Моршин,1,0.00000%
Збараж,1,0.00000%
Здолбунов,1,0.00000%
Южный-1,1,0.00000%
Айет,1,0.00000%
Яндаре,1,0.00000%
Басмановское,1,0.00000%
Басьяновский,1,0.00000%
Бауыржан Момышулы,1,0.00000%
Баштанка,1,0.00000%
Сурхахи,1,0.00000%
Кобеляки,1,0.00000%
Козельщина,1,0.00000%
Кокпекты,1,0.00000%
Таврийск,1,0.00000%
Талалаевка,1,0.00000%
Таловка,1,0.00000%
Балгазын,1,0.00000%
Стеклянный,1,0.00000%
Колюбакино,1,0.00000%
Барабаново,1,0.00000%
Баранникова,1,0.00000%
Барбадос,1,0.00000%
Барда,1,0.00000%
Дубенки,1,0.00000%
Дубляны,1,0.00000%
Донское (Республика Крым),1,0.00000%
Комсомольск (Томская область),1,0.00000%
Комсомольское (Республика Крым),1,0.00000%
Сторожевая (Карачаево-Черкесия),1,0.00000%
Судай,1,0.00000%
Сукко,1,0.00000%
Кореиз,1,0.00000%
Стародубское (Ставропольский край),1,0.00000%
Михайловское (Северная Осетия),1,0.00000%
Мичуринское,1,0.00000%
Шпола,1,0.00000%
Шуманай,1,0.00000%
Шуруповский,1,0.00000%
Шурчи,1,0.00000%
Зугрэс,1,0.00000%
Иванков,1,0.00000%
Николаевка (Камчатский край),1,0.00000%
Николаевская область,1,0.00000%
Никологоры,1,0.00000%
Володарск-Волынский,1,0.00000%
Володарское (Донецкая область),1,0.00000%
Ворзель,1,0.00000%
Михайловка,1,0.00000%
Михайловка (Запорожская область),1,0.00000%
Гёйчай,1,0.00000%
Каркатеевы,1,0.00000%
Карымкары,1,0.00000%
Усиша,1,0.00000%
Устилуг,1,0.00000%
Утёвка (Самарская область),1,0.00000%
Приморск (Запорожская область),1,0.00000%
Приморье,1,0.00000%
Пятихатки,1,0.00000%
Радехов,1,0.00000%
Радуга,1,0.00000%
Развильное,1,0.00000%
"Курск (Волосовский район, Ленинградская область)",1,0.00000%
Куруш (Хасавюртовский район),1,0.00000%
Гёйгёль,1,0.00000%
Гёйтепе,1,0.00000%
Кутерем,1,0.00000%
Бородянка,1,0.00000%
Борщев,1,0.00000%
Брестская область,1,0.00000%
Бруней Даруссалам,1,0.00000%
Бруснятское,1,0.00000%
Ракитное (Киевская область),1,0.00000%
Ратомка,1,0.00000%
Афанасово,1,0.00000%
Урожайное (Ставропольский край),1,0.00000%
Карачаево-Черкесская Республика,1,0.00000%
Карачи,1,0.00000%
Карджин,1,0.00000%
Кардоникская,1,0.00000%
Кусары,1,0.00000%
Кутаис,1,0.00000%
Птичье (Ставропольский край),1,0.00000%
Бутово,1,0.00000%
Куть-Ях,1,0.00000%
Кызыл-Мажалык,1,0.00000%
Кызылтепа,1,0.00000%
Кяхулай,1,0.00000%
Ларьяк,1,0.00000%
Лебедевка,1,0.00000%
Улан-Хол,1,0.00000%
Улукулево,1,0.00000%
Управленческий,1,0.00000%
Уптар,1,0.00000%
Уральский (Удмуртская Республика),1,0.00000%
Притеречный,1,0.00000%
Прокудское,1,0.00000%
Псыж,1,0.00000%
